objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
813,738464.97416686,4110.05794799,0,0,P,4110.05794799,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,131aa285-6f0d-451e-93dd-cc52ca6e76ce,,,,,738464.974182129,4110.05794804973
814,44300.58588251,866.92924228,0,0,P,866.92924228,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,5bbd189e-0465-48f1-9c8f-437bbd57f768,,,,,44300.5858764648,866.929242263501
815,108344.44667168,1522.17149255,0,0,LNC,1522.17149255,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,4e657ec9-3922-49d8-8630-99c698df5e70,,,,,108344.446655273,1522.17149255928
816,3379.69398717,269.9805571,0,0,LNC,1996.6531022,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,24b09ffc-7628-4035-84c2-88070b6c1029,,,,,3379.69396972656,269.980557120989
817,5928676.74128839,38580.03004087,1018,1018,H,38580.0300409,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,ca7da748-54f7-4783-b1a7-202d0c0d4383,,,,,5919572.52532959,38554.3276181266
818,24503444.7534041,60219.94556686,1023,1023,P,60815.4598442,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,de7b9ea9-90a5-462e-8674-c322d9b95554,,,,,24502580.9833374,60182.1262755373
819,236067.08314148,2702.34546495,496,496,P,2702.34546495,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,34fc4ae0-1272-4e2c-a03f-e0a718a9cc8c,,,SDE,2018-12-03T17:10:56+00:00,187126.189453125,2171.11897263546
820,4025193.26629437,19516.20654717,0,0,R1D-M,19515.8778467,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e7d62f81-3067-442c-bd24-861236b49b54,,,,,4025193.26623535,19516.2065471924
821,115487.43475629,2183.24589513,185,185,NDI,2183.24589513,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,83e82c1c-cada-4cf8-a9dd-eddcfd4b7cc3,,,,,115487.4347229,2183.24589514007
822,109806.36928834,1553.43085722,185,185,NDI,1553.43085722,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,c9c874e3-819d-4559-9736-32dfb3edd618,,,,,109806.369384766,1553.43085724045
823,42404.5511579,1055.49457845,216,216,NDI,1055.49457845,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,ca363d9f-39da-4e46-a8a9-6dcc269a305d,,,,,42404.5511779785,1055.49457846628
824,789913.38966519,5642.74801351,238,238,LNC,5642.74801351,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,7215a099-6f44-4ed3-8358-aac70c4d4e63,,,,,789913.389678955,5642.74801340048
825,626126.34825855,5138.49076706,0,0,UI,5138.49076706,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,e65c8db4-9575-4933-9f87-3d927c09df37,,,,,626126.348266602,5138.49076704991
826,1810035.56327774,7428.70495897,0,0,R1A-H,7428.70495897,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,6572146b-2cfd-4251-a474-06582fa844a8,,,,,1810035.56332397,7428.70495894371
827,129010.26951243,1736.47231769,0,0,LNC,1736.47231769,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,bdc83dd6-9a28-44b6-b8bf-18e36f5d415e,,,,,129010.269500732,1736.4723177108
828,7819.82694105,423.49114621,0,0,RM-M,423.49114621,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1854b584-c2a3-4eab-95b9-fed35d408ffb,,,,,7819.82696533203,423.491146189552
829,358671.94520928,4025.65232068,0,0,LNC,4025.65232068,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,13d9be4a-fd17-47d1-81cd-00b2df714300,,,,,358671.945251465,4025.65232072982
830,99713.88272682,1644.65889785,0,0,GPRC,2157.75896144,,GRANDVIEW PUBLIC REALM DISTRICT C,Grandview Public Realm,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI_908.02GRPUREDI,Approved,0b7af23f-c8cc-4f03-8861-7642242c205c,,,,,99713.8827514648,1644.65889785372
831,661989.20180798,6585.0022069,0,0,LNC,6585.0022069,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,7166b9dc-4248-426d-a265-2cc2846d1c3f,,,,,661989.201843262,6585.00220690043
832,856417.98288037,8668.85575565,0,0,GPRA,8668.85575565,,GRANDVIEW PUBLIC REALM DISTRICT A,Grandview Public Realm,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI_908.02GRPUREDI,Approved,8cb4f62b-0465-4fa0-a8de-f79da4196216,,,,,856417.982971191,8668.85575560288
833,136964.86923871,2627.11066969,0,0,GPRB,2627.11066969,,GRANDVIEW PUBLIC REALM DISTRICT B,Grandview Public Realm,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI_908.02GRPUREDI,Approved,3387b16a-abbe-420f-83cc-661e71b77f47,,,,,136964.869262695,2627.11066974207
834,1733917.87126507,13059.88018243,0,0,UI,13059.8801824,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,a26fb830-157e-42bd-b0e0-d7ef29d0d44e,,,,,1733917.87115479,13059.8801824094
835,953196.9385534,5766.06211483,0,0,R2-H,5766.06211483,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,41234706-9c96-4865-ac43-5fbc117a6165,,,,,953196.938476563,5766.06211477998
836,104616.50351702,1547.43696755,0,0,P,1547.43696755,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,9a2f4a72-e8eb-44d7-832f-ba73abf3fce4,,,,,104616.503540039,1547.4369675516
837,1678214.00085608,9182.85085672,0,0,R2-H,9182.85085672,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,51dbde36-45d8-4db1-8468-63ae422ed972,,,,,1678214.00097656,9182.85085680578
838,191245.66903617,1838.32614303,0,0,RP,1838.32614303,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,08a7cc0e-aaa8-40d9-bebf-6827b795e289,,,,,191245.669006348,1838.32614301602
839,70209.87635916,1109.35109843,0,0,CP,1109.35109843,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,66aadf79-6215-48ce-8f78-d2cc53ce9d77,,,,,70209.8763122559,1109.35109840376
840,64996.4597956,1553.86107953,0,0,RP,1553.86107953,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,ac785a42-5a06-4079-ad53-1b3c341c20ae,,,,,64996.4598083496,1553.86107951209
841,238626.48674829,2396.94189704,0,0,R2-H,2396.94189704,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,313e22b0-13b0-468d-b8e6-11c853639401,,,,,238626.486785889,2396.94189707143
842,122348.96786698,1420.37549217,0,0,P,1420.37549217,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,9be7c3a7-56c7-4d1d-8a19-3e97f1012383,,,,,122348.96786499,1420.37549218528
843,3244454.94208707,10966.48737187,0,0,R1D-M,10966.4873719,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,bf7d6b3c-027b-450d-8b5d-e222295ab0b4,,,,,3244454.94219971,10966.4873718591
844,1026599.03600466,5985.16056647,0,0,RM-M,5985.16056647,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,0b108d23-b117-4a9f-a4c4-35b3248fa4bb,,,,,1026599.03604126,5985.16056647144
845,714726.61383689,6933.75950972,,,NDI,,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,164bf765-3158-4fac-a88b-24ac3a5add16,,,,,714726.613830566,6933.75950971132
846,1851123.64880669,9245.03307743,265,265,R1D-H,9245.03307743,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,175716ba-cad9-467c-9201-54ccc4dcd1f1,,,,,1851123.64871216,9245.03307746293
847,32059.33435671,798.05174738,0,0,LNC,798.05174738,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,05435ab3-af0c-4627-988b-6d9701cdb8cb,,,,,32059.3343200684,798.051747389734
848,2878964.81308483,11170.73534747,1032,1032,R1D-L,39957.1689282,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ae6d1c0d-fdea-4e79-879f-bdb17c7f98be,,,,,2878964.81347656,11170.7353474209
849,851176.19283123,5203.68343646,0,0,R1D-M,0,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,2d0aabdc-89ac-4586-8c71-5d5e2dec4db9,,,,,851176.193115234,5203.68343648454
850,3715060.11351621,21591.72033061,1022,1022,P,35837.3692694,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,d6b2e216-a8b4-4d27-a8e0-7dbf1bc0a8a1,,,,,3715060.11291504,21591.720330499
851,323517.71317389,2702.34075048,0,0,R1D-L,0,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,4aeb97a7-c788-40b9-8b9d-fbb970133deb,,,,,323517.713317871,2702.34075047235
852,805320.08369702,6300.45238463,0,0,R1D-L,0,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,c988536a-94a7-4447-a5a1-bade75fe8936,,,,,805320.083679199,6300.45238467075
853,265834.33826386,2063.45852029,0,0,R1D-M,0,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,74d9011f-b608-4a0e-8007-00eed93713a9,,,,,265834.338317871,2063.45852030087
854,693525.7800978,5690.88533853,0,0,H,0,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,a3de35a6-1701-48e0-93e5-089e8aa90d78,,,,,693525.780151367,5690.8853385239
855,2214764.01980739,7591.57451433,0,0,R1D-VL,0,,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,650e120a-5092-4060-90be-bd23eeda5eb3,,,,,2214764.01965332,7591.57451434534
856,38722.40433054,836.70007206,0,0,R1D-L,0,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,15d07da8-ebc3-49c5-88be-d3062e4b1145,,,,,38722.4043579102,836.700072025319
857,218414.71959592,2368.71354334,0,0,NDO,0,,NEIGHBORHOOD OFFICE,Neighborhood Office,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.01ND*,Approved,173e3ac5-0951-462a-837c-66ffcc549bf7,,,,,218414.719604492,2368.7135433591
858,46402.83736756,918.3706546,0,0,LNC,0,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,aba50f6f-2752-4924-9cef-af63d343a7fe,,,,,46402.8372192383,918.37065459131
859,872482.58437423,5033.80279386,0,0,CP,0,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,dd5e8f12-b3b3-422f-868c-e2a78e5f4c10,,,,,872482.584228516,5033.80279379492
860,1637940.29222033,9527.26185548,0,0,R1D-L,0,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,aff470a9-b2e4-4d5d-b83c-5d6ab6d45bf6,,,,,1637940.29248047,9527.26185545443
861,90151.21791061,2211.72412773,0,0,H,0,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,2f939018-63dc-4b6c-ba11-d0ee86fda460,,,,,90151.2177734375,2211.72412773428
862,81409.86478784,1538.70130167,0,0,R2-M,0,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ab8f7e93-0143-4477-b603-dedd502e0483,,,,,81409.8647460938,1538.70130169541
863,443129.83529174,4738.35788671,353,353,RM-M,6559.00721266,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e1a21b8e-f65a-4a11-934b-77be12821e00,,,,,443129.835296631,4738.35788671252
864,5754492.31638703,32480.58204582,443,443,P,58991.0514425,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,279b90dd-da3a-42c9-a521-8f02fb7d470d,,,,,5754492.31628418,32480.5820458668
865,903015.98020407,5523.60366834,443,443,P,58991.0514425,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,7ca61b98-5708-432d-8e1f-a060783d1d6d,,,,,903015.980285645,5523.60366835091
866,1113019.51598115,5813.78113285,443,443,P,58991.0514425,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,8e2a7cff-7a08-4dc9-ba6d-ce5f831781e1,,,,,1113019.51608276,5813.78113285798
867,825060.3913456,3903.74840686,,,RM-VL,,,MULTI-UNIT RESIDENTIAL VERY LOW DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,2c0cad09-1769-4d1d-a3b6-d251032d008a,,,,,825060.391326904,3903.74840684578
868,1406260.60789894,5864.51033786,,,UNC,,,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved,ecd6b1b7-e95e-4413-abee-8090e5b2215b,,,,,1406260.60803223,5864.51033781783
869,10926894.6203813,22975.78295069,,,R1D-L,,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,35a107f3-1f88-45e8-bd31-c79b5a7914f3,,,,,10926894.6201172,22975.7829505299
870,1503395.47752716,6823.48234291,,,R1D-VL,,,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3e629dad-a86a-41bf-b5b5-8076a897a536,,,,,1503395.47747803,6823.48234293166
871,1009347.46915909,9301.9456276,,,UI,,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,9e4c4e6e-dc21-492d-aa0e-84adc01ddd8d,,,,,1044582.38287354,9371.16482557828
872,622078.07222311,4983.57872618,,,R1D-VL,,,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,becec502-242f-4910-bad2-32b22b525f17,,,,,622078.072357178,4983.57872615871
873,875256.56709961,10552.58051932,,,P,,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,29b1c6be-abaf-4086-8e16-31cb6777b96a,,,,,875256.566986084,10552.5805193343
874,104369.62261741,1409.60279113,570,570,SP-7,5036.44784387,,OAKLAND AREA PLANNED DEVELOPMENT DISTRICT,Specially Planned,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.01SPSPPLDI,Approved,858bda8c-0c95-40c9-bb01-27891c1bd812,,,,,104369.622558594,1409.60279115373
875,201240.5747617,3249.29436415,1004,1004,UI,17447.6922954,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,d3a84029-8f8d-48da-a442-b32c0d5bf365,,,,,201240.574645996,3249.29436413202
876,8817.79058064,487.48232108,426,426,RM-H,11211.0441223,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,15058742-bbe4-49c8-b706-2382a83cb1df,,,,,8817.79071044922,487.482321102665
877,19751.01025814,563.04096679,515,515,RP,3508.93328792,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,b6304dc0-469e-4bea-9018-773db70f2a22,,,,,19751.0102539063,563.040966772918
878,698054.68059909,4555.13918996,591,591,R1A-M,9292.43599536,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b668da46-dae7-46ad-91f5-390cdd78e7a5,,,,,696954.167785645,4548.73281323061
879,24568.94025603,664.62793244,0,0,LNC,1996.6531022,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,d7bd6a9b-1758-4500-8745-c0c6e3dc66fe,,,,,24568.9403076172,664.627932438341
